date,usage_cpu,usage_storage,users_active,economic_index,cloud_market_demand,holiday,region_East US,region_North Europe,region_Southeast Asia,region_West US,resource_type_Container,resource_type_Storage,resource_type_VM
2023-03-09,90,1959,241,90.81,1.15,0,0,0,0,1,0,1,0
2023-03-09,70,1053,312,90.81,1.15,0,0,0,0,1,1,0,0
2023-03-09,90,691,216,90.81,1.15,0,0,1,0,0,0,0,1
2023-03-09,58,924,328,90.81,1.15,0,0,1,0,0,0,1,0
2023-03-09,51,1071,247,90.81,1.15,0,0,1,0,0,1,0,0
2023-03-09,78,1620,209,90.81,1.15,0,0,0,1,0,0,0,1
2023-03-09,99,731,476,90.81,1.15,0,0,0,1,0,0,1,0
2023-03-09,77,1214,446,90.81,1.15,0,0,0,1,0,1,0,0
2023-03-10,83,1275,413,92.17,0.97,0,1,0,0,0,0,0,1
2023-03-10,57,1444,278,92.17,0.97,0,1,0,0,0,0,1,0
2023-03-10,66,1455,372,92.17,0.97,0,1,0,0,0,1,0,0
2023-03-10,68,1080,286,92.17,0.97,0,0,0,0,1,0,0,1
2023-03-10,86,1531,399,92.17,0.97,0,0,0,0,1,0,1,0
2023-03-10,72,542,308,92.17,0.97,0,0,0,0,1,1,0,0
2023-03-10,73,1163,216,92.17,0.97,0,0,1,0,0,0,0,1
2023-03-10,54,647,476,92.17,0.97,0,0,1,0,0,0,1,0
2023-03-10,89,865,427,92.17,0.97,0,0,1,0,0,1,0,0
2023-03-10,60,935,410,92.17,0.97,0,0,0,1,0,0,0,1
2023-03-10,56,998,227,92.17,0.97,0,0,0,1,0,0,1,0
2023-03-10,92,941,460,92.17,0.97,0,0,0,1,0,1,0,0
2023-03-11,54,849,207,108.14,0.88,1,1,0,0,0,0,0,1
2023-03-11,59,1491,419,108.14,0.88,1,1,0,0,0,0,1,0
2023-03-11,66,1746,335,108.14,0.88,1,1,0,0,0,1,0,0
2023-03-11,89,1420,248,108.14,0.88,1,0,0,0,1,0,0,1
2023-03-11,85,1905,277,108.14,0.88,1,0,0,0,1,0,1,0
2023-03-11,90,668,416,108.14,0.88,1,0,0,0,1,1,0,0
2023-03-11,99,648,363,108.14,0.88,1,0,1,0,0,0,0,1
2023-03-11,61,1269,468,108.14,0.88,1,0,1,0,0,0,1,0
2023-03-11,81,850,487,108.14,0.88,1,0,1,0,0,1,0,0
2023-03-11,81,1391,425,108.14,0.88,1,0,0,1,0,0,0,1
2023-03-11,60,1021,470,108.14,0.88,1,0,0,1,0,0,1,0
2023-03-11,66,1435,382,108.14,0.88,1,0,0,1,0,1,0,0
2023-03-12,58,987,323,102.27,1.13,1,1,0,0,0,0,0,1
2023-03-12,74,1289,412,102.27,1.13,1,1,0,0,0,0,1,0
2023-03-12,93,1811,373,102.27,1.13,1,1,0,0,0,1,0,0
2023-03-12,98,1387,321,102.27,1.13,1,0,0,0,1,0,0,1
2023-03-12,81,1745,318,102.27,1.13,1,0,0,0,1,0,1,0
2023-03-12,88,996,467,102.27,1.13,1,0,0,0,1,1,0,0
2023-03-12,90,1442,217,102.27,1.13,1,0,1,0,0,0,0,1
2023-03-12,70,1920,348,102.27,1.13,1,0,1,0,0,0,1,0
2023-03-12,57,801,437,102.27,1.13,1,0,1,0,0,1,0,0
2023-03-12,56,1162,435,102.27,1.13,1,0,0,1,0,0,0,1
2023-03-12,81,702,455,102.27,1.13,1,0,0,1,0,0,1,0
2023-03-12,71,1161,434,102.27,1.13,1,0,0,1,0,1,0,0
2023-03-13,74,1033,484,83.93,1.02,0,1,0,0,0,0,0,1
2023-03-13,62,1989,457,83.93,1.02,0,1,0,0,0,0,1,0
2023-03-13,78,712,482,83.93,1.02,0,1,0,0,0,1,0,0
2023-03-13,99,1986,287,83.93,1.02,0,0,0,0,1,0,0,1
2023-03-13,93,960,477,83.93,1.02,0,0,0,0,1,0,1,0
2023-03-13,92,920,388,83.93,1.02,0,0,0,0,1,1,0,0
2023-03-13,82,1195,202,83.93,1.02,0,0,1,0,0,0,0,1
2023-03-13,68,522,229,83.93,1.02,0,0,1,0,0,0,1,0
2023-03-13,88,607,480,83.93,1.02,0,0,1,0,0,1,0,0
2023-03-13,86,1634,335,83.93,1.02,0,0,0,1,0,0,0,1
2023-03-13,91,1709,343,83.93,1.02,0,0,0,1,0,0,1,0
2023-03-13,57,628,460,83.93,1.02,0,0,0,1,0,1,0,0
2023-03-14,52,948,303,102.6,1.08,0,1,0,0,0,0,0,1
2023-03-14,84,1747,209,102.6,1.08,0,1,0,0,0,0,1,0
2023-03-14,70,801,430,102.6,1.08,0,1,0,0,0,1,0,0
2023-03-14,76,1422,265,102.6,1.08,0,0,0,0,1,0,0,1
2023-03-14,90,611,212,102.6,1.08,0,0,0,0,1,0,1,0
2023-03-14,58,999,285,102.6,1.08,0,0,0,0,1,1,0,0
2023-03-14,91,1101,253,102.6,1.08,0,0,1,0,0,0,0,1
2023-03-14,61,708,213,102.6,1.08,0,0,1,0,0,0,1,0
2023-03-14,83,1960,219,102.6,1.08,0,0,1,0,0,1,0,0
2023-03-14,60,1514,269,102.6,1.08,0,0,0,1,0,0,0,1
2023-03-14,68,1624,385,102.6,1.08,0,0,0,1,0,0,1,0
2023-03-14,53,1904,331,102.6,1.08,0,0,0,1,0,1,0,0
2023-03-15,69,1035,426,87.63,0.87,0,1,0,0,0,0,0,1
2023-03-15,75,1992,401,87.63,0.87,0,1,0,0,0,0,1,0
2023-03-15,87,1441,459,87.63,0.87,0,1,0,0,0,1,0,0
2023-03-15,94,1543,472,87.63,0.87,0,0,0,0,1,0,0,1
2023-03-15,56,1015,420,87.63,0.87,0,0,0,0,1,0,1,0
2023-03-15,63,835,385,87.63,0.87,0,0,0,0,1,1,0,0
2023-03-15,53,1265,223,87.63,0.87,0,0,1,0,0,0,0,1
2023-03-15,83,1093,358,87.63,0.87,0,0,1,0,0,0,1,0
2023-03-15,68,1842,410,87.63,0.87,0,0,1,0,0,1,0,0
2023-03-15,71,1163,308,87.63,0.87,0,0,0,1,0,0,0,1
2023-03-15,61,1041,316,87.63,0.87,0,0,0,1,0,0,1,0
2023-03-15,80,1367,391,87.63,0.87,0,0,0,1,0,1,0,0
2023-03-16,68,931,372,105.22,1.03,0,1,0,0,0,0,0,1
2023-03-16,85,1873,382,105.22,1.03,0,1,0,0,0,0,1,0
2023-03-16,98,1706,345,105.22,1.03,0,1,0,0,0,1,0,0
2023-03-16,98,1262,450,105.22,1.03,0,0,0,0,1,0,0,1
2023-03-16,96,1470,317,105.22,1.03,0,0,0,0,1,0,1,0
2023-03-16,94,660,397,105.22,1.03,0,0,0,0,1,1,0,0
2023-03-16,53,1159,439,105.22,1.03,0,0,1,0,0,0,0,1
2023-03-16,96,898,397,105.22,1.03,0,0,1,0,0,0,1,0
2023-03-16,96,577,323,105.22,1.03,0,0,1,0,0,1,0,0
2023-03-16,60,636,289,105.22,1.03,0,0,0,1,0,0,0,1
2023-03-16,65,1336,260,105.22,1.03,0,0,0,1,0,0,1,0
2023-03-16,59,549,458,105.22,1.03,0,0,0,1,0,1,0,0
2023-03-17,62,753,317,102.5,1.03,0,1,0,0,0,0,0,1
2023-03-17,94,1209,250,102.5,1.03,0,1,0,0,0,0,1,0
2023-03-17,68,1949,234,102.5,1.03,0,1,0,0,0,1,0,0
2023-03-17,95,1421,268,102.5,1.03,0,0,0,0,1,0,0,1
2023-03-17,78,548,273,102.5,1.03,0,0,0,0,1,0,1,0
2023-03-17,54,855,269,102.5,1.03,0,0,0,0,1,1,0,0
2023-03-17,75,1783,325,102.5,1.03,0,0,1,0,0,0,0,1
2023-03-17,88,1818,328,102.5,1.03,0,0,1,0,0,0,1,0
2023-03-17,73,1836,299,102.5,1.03,0,0,1,0,0,1,0,0
2023-03-17,55,1308,381,102.5,1.03,0,0,0,1,0,0,0,1
2023-03-17,95,1887,387,102.5,1.03,0,0,0,1,0,0,1,0
2023-03-17,80,1484,235,102.5,1.03,0,0,0,1,0,1,0,0
2023-03-18,70,1425,305,93.2,1.02,1,1,0,0,0,0,0,1
2023-03-18,79,1865,419,93.2,1.02,1,1,0,0,0,0,1,0
2023-03-18,56,662,419,93.2,1.02,1,1,0,0,0,1,0,0
2023-03-18,63,1131,381,93.2,1.02,1,0,0,0,1,0,0,1
2023-03-18,80,704,269,93.2,1.02,1,0,0,0,1,0,1,0
2023-03-18,93,1340,427,93.2,1.02,1,0,0,0,1,1,0,0
2023-03-18,92,1095,449,93.2,1.02,1,0,1,0,0,0,0,1
2023-03-18,92,1964,220,93.2,1.02,1,0,1,0,0,0,1,0
2023-03-18,53,1189,206,93.2,1.02,1,0,1,0,0,1,0,0
2023-03-18,55,1138,359,93.2,1.02,1,0,0,1,0,0,0,1
2023-03-18,60,1671,342,93.2,1.02,1,0,0,1,0,0,1,0
2023-03-18,97,698,353,93.2,1.02,1,0,0,1,0,1,0,0
2023-03-19,93,1395,341,102.93,0.93,1,1,0,0,0,0,0,1
2023-03-19,86,813,220,102.93,0.93,1,1,0,0,0,0,1,0
2023-03-19,67,1654,286,102.93,0.93,1,1,0,0,0,1,0,0
2023-03-19,75,1483,360,102.93,0.93,1,0,0,0,1,0,0,1
2023-03-19,99,1128,395,102.93,0.93,1,0,0,0,1,0,1,0
2023-03-19,91,1516,285,102.93,0.93,1,0,0,0,1,1,0,0
2023-03-19,82,1092,351,102.93,0.93,1,0,1,0,0,0,0,1
2023-03-19,83,527,242,102.93,0.93,1,0,1,0,0,0,1,0
2023-03-19,90,922,285,102.93,0.93,1,0,1,0,0,1,0,0
2023-03-19,98,1028,297,102.93,0.93,1,0,0,1,0,0,0,1
2023-03-19,55,697,297,102.93,0.93,1,0,0,1,0,0,1,0
2023-03-19,50,1341,204,102.93,0.93,1,0,0,1,0,1,0,0
2023-03-20,51,521,311,118.66,1.05,0,1,0,0,0,0,0,1
2023-03-20,51,1341,297,118.66,1.05,0,1,0,0,0,0,1,0
2023-03-20,65,934,324,118.66,1.05,0,1,0,0,0,1,0,0
2023-03-20,88,1609,275,118.66,1.05,0,0,0,0,1,0,0,1
2023-03-20,73,1817,258,118.66,1.05,0,0,0,0,1,0,1,0
2023-03-20,59,1110,391,118.66,1.05,0,0,0,0,1,1,0,0
2023-03-20,98,1459,231,118.66,1.05,0,0,1,0,0,0,0,1
2023-03-20,56,776,219,118.66,1.05,0,0,1,0,0,0,1,0
2023-03-20,75,882,267,118.66,1.05,0,0,1,0,0,1,0,0
2023-03-20,95,1383,413,118.66,1.05,0,0,0,1,0,0,0,1
2023-03-20,64,875,431,118.66,1.05,0,0,0,1,0,0,1,0
2023-03-20,70,578,413,118.66,1.05,0,0,0,1,0,1,0,0
2023-03-21,77,1281,367,88.09,1.07,0,1,0,0,0,0,0,1
2023-03-21,77,1549,265,88.09,1.07,0,1,0,0,0,0,1,0
2023-03-21,74,1777,243,88.09,1.07,0,1,0,0,0,1,0,0
2023-03-21,82,1511,426,88.09,1.07,0,0,0,0,1,0,0,1
2023-03-21,55,1178,478,88.09,1.07,0,0,0,0,1,0,1,0
2023-03-21,74,878,377,88.09,1.07,0,0,0,0,1,1,0,0
2023-03-21,92,1208,466,88.09,1.07,0,0,1,0,0,0,0,1
2023-03-21,61,507,496,88.09,1.07,0,0,1,0,0,0,1,0
2023-03-21,85,984,284,88.09,1.07,0,0,1,0,0,1,0,0
2023-03-21,57,1066,246,88.09,1.07,0,0,0,1,0,0,0,1
2023-03-21,64,737,303,88.09,1.07,0,0,0,1,0,0,1,0
2023-03-21,67,1053,467,88.09,1.07,0,0,0,1,0,1,0,0
2023-03-22,51,1274,458,90.25,1.08,0,1,0,0,0,0,0,1
2023-03-22,76,539,419,90.25,1.08,0,1,0,0,0,0,1,0
2023-03-22,50,1514,207,90.25,1.08,0,1,0,0,0,1,0,0
2023-03-22,86,1427,375,90.25,1.08,0,0,0,0,1,0,0,1
2023-03-22,92,1112,459,90.25,1.08,0,0,0,0,1,0,1,0
2023-03-22,79,1465,445,90.25,1.08,0,0,0,0,1,1,0,0
2023-03-22,68,1043,336,90.25,1.08,0,0,1,0,0,0,0,1
2023-03-22,61,1313,215,90.25,1.08,0,0,1,0,0,0,1,0
2023-03-22,50,1074,308,90.25,1.08,0,0,1,0,0,1,0,0
2023-03-22,70,1169,468,90.25,1.08,0,0,0,1,0,0,0,1
2023-03-22,83,1783,301,90.25,1.08,0,0,0,1,0,0,1,0
2023-03-22,80,746,327,90.25,1.08,0,0,0,1,0,1,0,0
2023-03-23,76,630,395,111.59,0.92,0,1,0,0,0,0,0,1
2023-03-23,74,1429,353,111.59,0.92,0,1,0,0,0,0,1,0
2023-03-23,54,726,388,111.59,0.92,0,1,0,0,0,1,0,0
2023-03-23,77,764,333,111.59,0.92,0,0,0,0,1,0,0,1
2023-03-23,68,1900,412,111.59,0.92,0,0,0,0,1,0,1,0
2023-03-23,73,1749,330,111.59,0.92,0,0,0,0,1,1,0,0
2023-03-23,61,975,485,111.59,0.92,0,0,1,0,0,0,0,1
2023-03-23,75,1800,355,111.59,0.92,0,0,1,0,0,0,1,0
2023-03-23,75,689,362,111.59,0.92,0,0,1,0,0,1,0,0
2023-03-23,83,540,274,111.59,0.92,0,0,0,1,0,0,0,1
2023-03-23,72,1699,349,111.59,0.92,0,0,0,1,0,0,1,0
2023-03-23,66,1336,307,111.59,0.92,0,0,0,1,0,1,0,0
2023-03-24,60,1361,470,109.63,1.04,0,1,0,0,0,0,0,1
2023-03-24,76,1430,488,109.63,1.04,0,1,0,0,0,0,1,0
2023-03-24,69,1392,471,109.63,1.04,0,1,0,0,0,1,0,0
2023-03-24,83,1589,447,109.63,1.04,0,0,0,0,1,0,0,1
2023-03-24,77,1570,400,109.63,1.04,0,0,0,0,1,0,1,0
2023-03-24,69,623,200,109.63,1.04,0,0,0,0,1,1,0,0
2023-03-24,57,1354,327,109.63,1.04,0,0,1,0,0,0,0,1
2023-03-24,52,1015,493,109.63,1.04,0,0,1,0,0,0,1,0
2023-03-24,64,1714,220,109.63,1.04,0,0,1,0,0,1,0,0
2023-03-24,84,1836,316,109.63,1.04,0,0,0,1,0,0,0,1
2023-03-24,95,959,238,109.63,1.04,0,0,0,1,0,0,1,0
2023-03-24,58,1344,406,109.63,1.04,0,0,0,1,0,1,0,0
2023-03-25,67,1638,424,108.22,1.19,1,1,0,0,0,0,0,1
2023-03-25,55,1774,418,108.22,1.19,1,1,0,0,0,0,1,0
2023-03-25,72,1966,290,108.22,1.19,1,1,0,0,0,1,0,0
2023-03-25,83,1387,245,108.22,1.19,1,0,0,0,1,0,0,1
2023-03-25,87,641,299,108.22,1.19,1,0,0,0,1,0,1,0
2023-03-25,57,1201,234,108.22,1.19,1,0,0,0,1,1,0,0
2023-03-25,68,1095,480,108.22,1.19,1,0,1,0,0,0,0,1
2023-03-25,89,1355,469,108.22,1.19,1,0,1,0,0,0,1,0
2023-03-25,75,1113,414,108.22,1.19,1,0,1,0,0,1,0,0
2023-03-25,71,582,309,108.22,1.19,1,0,0,1,0,0,0,1
2023-03-25,52,1949,474,108.22,1.19,1,0,0,1,0,0,1,0
2023-03-25,58,783,372,108.22,1.19,1,0,0,1,0,1,0,0
2023-03-26,56,1586,272,97.55,0.92,1,1,0,0,0,0,0,1
2023-03-26,68,1442,319,97.55,0.92,1,1,0,0,0,0,1,0
2023-03-26,87,1960,363,97.55,0.92,1,1,0,0,0,1,0,0
2023-03-26,89,964,485,97.55,0.92,1,0,0,0,1,0,0,1
2023-03-26,58,819,360,97.55,0.92,1,0,0,0,1,0,1,0
2023-03-26,74,1726,426,97.55,0.92,1,0,0,0,1,1,0,0
2023-03-26,90,833,421,97.55,0.92,1,0,1,0,0,0,0,1
2023-03-26,90,567,463,97.55,0.92,1,0,1,0,0,0,1,0
2023-03-26,51,1650,454,97.55,0.92,1,0,1,0,0,1,0,0
2023-03-26,65,976,261,97.55,0.92,1,0,0,1,0,0,0,1
2023-03-26,98,931,357,97.55,0.92,1,0,0,1,0,0,1,0
2023-03-26,61,1558,466,97.55,0.92,1,0,0,1,0,1,0,0
2023-03-27,95,1992,454,91.1,0.92,0,1,0,0,0,0,0,1
2023-03-27,70,1848,475,91.1,0.92,0,1,0,0,0,0,1,0
2023-03-27,86,1512,400,91.1,0.92,0,1,0,0,0,1,0,0
2023-03-27,58,1847,234,91.1,0.92,0,0,0,0,1,0,0,1
2023-03-27,66,981,415,91.1,0.92,0,0,0,0,1,0,1,0
2023-03-27,81,1588,207,91.1,0.92,0,0,0,0,1,1,0,0
2023-03-27,94,842,275,91.1,0.92,0,0,1,0,0,0,0,1
2023-03-27,95,1058,214,91.1,0.92,0,0,1,0,0,0,1,0
2023-03-27,90,1158,225,91.1,0.92,0,0,1,0,0,1,0,0
2023-03-27,78,905,431,91.1,0.92,0,0,0,1,0,0,0,1
2023-03-27,70,1004,356,91.1,0.92,0,0,0,1,0,0,1,0
2023-03-27,53,1978,227,91.1,0.92,0,0,0,1,0,1,0,0
2023-03-28,53,1929,275,99.23,1.03,0,1,0,0,0,0,0,1
2023-03-28,94,1078,393,99.23,1.03,0,1,0,0,0,0,1,0
2023-03-28,73,1685,456,99.23,1.03,0,1,0,0,0,1,0,0
2023-03-28,57,1610,461,99.23,1.03,0,0,0,0,1,0,0,1
2023-03-28,71,1072,467,99.23,1.03,0,0,0,0,1,0,1,0
2023-03-28,55,1229,482,99.23,1.03,0,0,0,0,1,1,0,0
2023-03-28,57,1990,292,99.23,1.03,0,0,1,0,0,0,0,1
2023-03-28,94,1252,341,99.23,1.03,0,0,1,0,0,0,1,0
2023-03-28,84,1955,436,99.23,1.03,0,0,1,0,0,1,0,0
2023-03-28,69,1152,388,99.23,1.03,0,0,0,1,0,0,0,1
2023-03-28,87,548,389,99.23,1.03,0,0,0,1,0,0,1,0
2023-03-28,57,1054,289,99.23,1.03,0,0,0,1,0,1,0,0
2023-03-29,88,840,444,102.77,1.08,0,1,0,0,0,0,0,1
2023-03-29,98,1203,305,102.77,1.08,0,1,0,0,0,0,1,0
2023-03-29,92,881,432,102.77,1.08,0,1,0,0,0,1,0,0
2023-03-29,58,1867,236,102.77,1.08,0,0,0,0,1,0,0,1
2023-03-29,98,1052,216,102.77,1.08,0,0,0,0,1,0,1,0
2023-03-29,73,1318,258,102.77,1.08,0,0,0,0,1,1,0,0
2023-03-29,88,682,240,102.77,1.08,0,0,1,0,0,0,0,1
2023-03-29,88,896,391,102.77,1.08,0,0,1,0,0,0,1,0
2023-03-29,60,1406,326,102.77,1.08,0,0,1,0,0,1,0,0
2023-03-29,95,500,367,102.77,1.08,0,0,0,1,0,0,0,1
2023-03-29,93,518,271,102.77,1.08,0,0,0,1,0,0,1,0
2023-03-29,57,1456,308,102.77,1.08,0,0,0,1,0,1,0,0
2023-03-30,61,944,439,100.13,1.15,0,1,0,0,0,0,0,1
2023-03-30,82,1824,289,100.13,1.15,0,1,0,0,0,0,1,0
2023-03-30,88,1487,449,100.13,1.15,0,1,0,0,0,1,0,0
2023-03-30,54,1019,352,100.13,1.15,0,0,0,0,1,0,0,1
2023-03-30,76,673,357,100.13,1.15,0,0,0,0,1,0,1,0
2023-03-30,94,930,414,100.13,1.15,0,0,0,0,1,1,0,0
2023-03-30,98,1349,345,100.13,1.15,0,0,1,0,0,0,0,1
2023-03-30,51,1847,360,100.13,1.15,0,0,1,0,0,0,1,0
2023-03-30,85,1093,346,100.13,1.15,0,0,1,0,0,1,0,0
2023-03-30,96,911,283,100.13,1.15,0,0,0,1,0,0,0,1
2023-03-30,98,831,442,100.13,1.15,0,0,0,1,0,0,1,0
2023-03-30,64,540,457,100.13,1.15,0,0,0,1,0,1,0,0
2023-03-31,78,604,401,97.35,1.27,0,1,0,0,0,0,0,1
2023-03-31,51,1789,409,97.35,1.27,0,1,0,0,0,0,1,0
2023-03-31,58,1900,238,97.35,1.27,0,1,0,0,0,1,0,0
2023-03-31,77,1270,283,97.35,1.27,0,0,0,0,1,0,0,1
2023-03-31,55,1166,316,97.35,1.27,0,0,0,0,1,0,1,0
2023-03-31,51,886,495,97.35,1.27,0,0,0,0,1,1,0,0
2023-03-31,51,1604,467,97.35,1.27,0,0,1,0,0,0,0,1
2023-03-31,84,734,412,97.35,1.27,0,0,1,0,0,0,1,0
2023-03-31,98,1650,422,97.35,1.27,0,0,1,0,0,1,0,0
2023-03-31,74,1802,493,97.35,1.27,0,0,0,1,0,0,0,1
2023-03-31,77,776,306,97.35,1.27,0,0,0,1,0,0,1,0
2023-03-31,67,919,298,97.35,1.27,0,0,0,1,0,1,0,0
